,Levels,POS,T_IDX,Trigram,Word,Words,Visemes,Trigram_Visemes
2155,"{'A2': ['A1'], 'B1': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",consider,"{'usually': ['who'], 'seriously': ['me']}","['k', 'e', 't', 's', 'e', 't', 'r']","{""['e', 'u', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'u']], ""['s', 'e', 'r', 'i', 'e', 's', 'l', 'i']"": [['b', 'i']]}"
2156,"{'A1': ['A1', 'A2', 'B1', 'B2']}",ADP,0.0,"['ADP', 'DET', 'NOUN']",behind,"{'the': ['front', 'scenes', 'iron', 'mask', 'establishment'], 'a': ['tree', 'screen', 'series', 'string', 'legacy'], 'that': ['door', 'hill', 'success', 'counter']}","['b', 'e', 'e', 'e', 't', 't']","{""['th', 'e']"": [['f', 'r', 'e', 't', 't'], ['s', 'i', 't', 's'], ['e', 'r', 't'], ['b', 'e', 's', 'k'], ['e', 's', 't', 'e', 'b', 'l', 'e', 's', 'b', 'e', 't', 't']], ""['e']"": [['t', 'r', 'i'], ['s', 'k', 'r', 'i', 't'], ['s', 'e', 'r', 'i', 's'], ['s', 't', 'r', 'e', 'k'], ['l', 'e', 'k', 'e', 's', 'i']], ""['th', 'e', 't']"": [['t', 'e', 'r'], ['e', 'e', 'l'], ['s', 'e', 'k', 's', 'e', 's'], ['k', 'e', 't', 't', 'r']]}"
2157,"{'A1': ['A1', 'A2', 'B1', 'B2']}",ADP,0.0,"['ADP', 'DET', 'NOUN']",behind,"{'the': ['front', 'scenes', 'iron', 'mask', 'establishment'], 'a': ['tree', 'screen', 'series', 'string', 'legacy'], 'that': ['door', 'hill', 'success', 'counter']}","['b', 'e', 'e', 'e', 't', 't']","{""['th', 'e']"": [['f', 'r', 'e', 't', 't'], ['s', 'i', 't', 's'], ['e', 'r', 't'], ['b', 'e', 's', 'k'], ['e', 's', 't', 'e', 'b', 'l', 'e', 's', 'b', 'e', 't', 't']], ""['e']"": [['t', 'r', 'i'], ['s', 'k', 'r', 'i', 't'], ['s', 'e', 'r', 'i', 's'], ['s', 't', 'r', 'e', 'k'], ['l', 'e', 'k', 'e', 's', 'i']], ""['th', 'e', 't']"": [['t', 'e', 'r'], ['e', 'e', 'l'], ['s', 'e', 'k', 's', 'e', 's'], ['k', 'e', 't', 't', 'r']]}"
2158,"{'A1': ['A1', 'A2', 'B1', 'B2']}",ADP,0.0,"['ADP', 'DET', 'NOUN']",behind,"{'the': ['front', 'scenes', 'iron', 'mask', 'establishment'], 'a': ['tree', 'screen', 'series', 'string', 'legacy'], 'that': ['door', 'hill', 'success', 'counter']}","['b', 'e', 'e', 'e', 't', 't']","{""['th', 'e']"": [['f', 'r', 'e', 't', 't'], ['s', 'i', 't', 's'], ['e', 'r', 't'], ['b', 'e', 's', 'k'], ['e', 's', 't', 'e', 'b', 'l', 'e', 's', 'b', 'e', 't', 't']], ""['e']"": [['t', 'r', 'i'], ['s', 'k', 'r', 'i', 't'], ['s', 'e', 'r', 'i', 's'], ['s', 't', 'r', 'e', 'k'], ['l', 'e', 'k', 'e', 's', 'i']], ""['th', 'e', 't']"": [['t', 'e', 'r'], ['e', 'e', 'l'], ['s', 'e', 'k', 's', 'e', 's'], ['k', 'e', 't', 't', 'r']]}"
2159,"{'A1': ['A1', 'A2', 'B1', 'B2']}",ADP,0.0,"['ADP', 'DET', 'NOUN']",behind,"{'the': ['front', 'scenes', 'iron', 'mask', 'establishment'], 'a': ['tree', 'screen', 'series', 'string', 'legacy'], 'that': ['door', 'hill', 'success', 'counter']}","['b', 'e', 'e', 'e', 't', 't']","{""['th', 'e']"": [['f', 'r', 'e', 't', 't'], ['s', 'i', 't', 's'], ['e', 'r', 't'], ['b', 'e', 's', 'k'], ['e', 's', 't', 'e', 'b', 'l', 'e', 's', 'b', 'e', 't', 't']], ""['e']"": [['t', 'r', 'i'], ['s', 'k', 'r', 'i', 't'], ['s', 'e', 'r', 'i', 's'], ['s', 't', 'r', 'e', 'k'], ['l', 'e', 'k', 'e', 's', 'i']], ""['th', 'e', 't']"": [['t', 'e', 'r'], ['e', 'e', 'l'], ['s', 'e', 'k', 's', 'e', 's'], ['k', 'e', 't', 't', 'r']]}"
2160,"{'A1': ['A1', 'A2', 'B1', 'B2']}",ADP,0.0,"['ADP', 'DET', 'NOUN']",behind,"{'the': ['front', 'scenes', 'iron', 'mask', 'establishment'], 'a': ['tree', 'screen', 'series', 'string', 'legacy'], 'that': ['door', 'hill', 'success', 'counter']}","['b', 'e', 'e', 'e', 't', 't']","{""['th', 'e']"": [['f', 'r', 'e', 't', 't'], ['s', 'i', 't', 's'], ['e', 'r', 't'], ['b', 'e', 's', 'k'], ['e', 's', 't', 'e', 'b', 'l', 'e', 's', 'b', 'e', 't', 't']], ""['e']"": [['t', 'r', 'i'], ['s', 'k', 'r', 'i', 't'], ['s', 'e', 'r', 'i', 's'], ['s', 't', 'r', 'e', 'k'], ['l', 'e', 'k', 'e', 's', 'i']], ""['th', 'e', 't']"": [['t', 'e', 'r'], ['e', 'e', 'l'], ['s', 'e', 'k', 's', 'e', 's'], ['k', 'e', 't', 't', 'r']]}"
2161,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",panel,"{'first': ['the'], 'international': ['an', 'the'], 'independent': ['an', 'the'], 'senior': ['the'], 'judicial': ['a']}","['b', 'e', 't', 'e', 'l']","{""['f', 'r', 's', 't']"": [['th', 'e']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 't', 't', 'e', 'b', 'e', 't', 't', 'e', 't', 't']"": [['e', 't'], ['th', 'e']], ""['s', 'i', 't', 'e', 'r']"": [['th', 'e']], ""['s', 'u', 't', 'e', 's', 'e', 'l']"": [['e']]}"
2162,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",panel,"{'first': ['the'], 'international': ['an', 'the'], 'independent': ['an', 'the'], 'senior': ['the'], 'judicial': ['a']}","['b', 'e', 't', 'e', 'l']","{""['f', 'r', 's', 't']"": [['th', 'e']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 't', 't', 'e', 'b', 'e', 't', 't', 'e', 't', 't']"": [['e', 't'], ['th', 'e']], ""['s', 'i', 't', 'e', 'r']"": [['th', 'e']], ""['s', 'u', 't', 'e', 's', 'e', 'l']"": [['e']]}"
2163,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",panel,"{'first': ['the'], 'international': ['an', 'the'], 'independent': ['an', 'the'], 'senior': ['the'], 'judicial': ['a']}","['b', 'e', 't', 'e', 'l']","{""['f', 'r', 's', 't']"": [['th', 'e']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 't', 't', 'e', 'b', 'e', 't', 't', 'e', 't', 't']"": [['e', 't'], ['th', 'e']], ""['s', 'i', 't', 'e', 'r']"": [['th', 'e']], ""['s', 'u', 't', 'e', 's', 'e', 'l']"": [['e']]}"
2164,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",floor,"{'second': ['the', 'a', 'its'], 'low': ['a', 'the', 'its'], 'upper': ['the', 'an', 'its'], 'inner': ['the'], 'noble': ['the']}","['f', 'l', 'e', 'r']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['l', 'e']"": [['e'], ['th', 'e'], ['e', 't', 's']], ""['e', 'b', 'r']"": [['th', 'e'], ['e', 't'], ['e', 't', 's']], ""['e', 't', 'r']"": [['th', 'e']], ""['t', 'e', 'b', 'e', 'l']"": [['th', 'e']]}"
2165,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",floor,"{'second': ['the', 'a', 'its'], 'low': ['a', 'the', 'its'], 'upper': ['the', 'an', 'its'], 'inner': ['the'], 'noble': ['the']}","['f', 'l', 'e', 'r']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['l', 'e']"": [['e'], ['th', 'e'], ['e', 't', 's']], ""['e', 'b', 'r']"": [['th', 'e'], ['e', 't'], ['e', 't', 's']], ""['e', 't', 'r']"": [['th', 'e']], ""['t', 'e', 'b', 'e', 'l']"": [['th', 'e']]}"
2166,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",floor,"{'second': ['the', 'a', 'its'], 'low': ['a', 'the', 'its'], 'upper': ['the', 'an', 'its'], 'inner': ['the'], 'noble': ['the']}","['f', 'l', 'e', 'r']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['l', 'e']"": [['e'], ['th', 'e'], ['e', 't', 's']], ""['e', 'b', 'r']"": [['th', 'e'], ['e', 't'], ['e', 't', 's']], ""['e', 't', 'r']"": [['th', 'e']], ""['t', 'e', 'b', 'e', 'l']"": [['th', 'e']]}"
2167,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",floor,"{'second': ['the', 'a', 'its'], 'low': ['a', 'the', 'its'], 'upper': ['the', 'an', 'its'], 'inner': ['the'], 'noble': ['the']}","['f', 'l', 'e', 'r']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['l', 'e']"": [['e'], ['th', 'e'], ['e', 't', 's']], ""['e', 'b', 'r']"": [['th', 'e'], ['e', 't'], ['e', 't', 's']], ""['e', 't', 'r']"": [['th', 'e']], ""['t', 'e', 'b', 'e', 'l']"": [['th', 'e']]}"
2168,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",match,"{'first': ['the', 'his', 'their'], 'international': ['an', 'the'], 'official': ['the', 'an'], 'primary': ['the'], 'preliminary': ['a', 'the']}","['b', 'e', 's']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 'e', 's'], ['th', 'e', 'r']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'f', 'e', 's', 'e', 'l']"": [['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 'b', 'e', 'r', 'i']"": [['th', 'e']], ""['b', 'r', 'e', 'l', 'e', 'b', 'e', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
2169,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",match,"{'first': ['the', 'his', 'their'], 'international': ['an', 'the'], 'official': ['the', 'an'], 'primary': ['the'], 'preliminary': ['a', 'the']}","['b', 'e', 's']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 'e', 's'], ['th', 'e', 'r']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'f', 'e', 's', 'e', 'l']"": [['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 'b', 'e', 'r', 'i']"": [['th', 'e']], ""['b', 'r', 'e', 'l', 'e', 'b', 'e', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
2170,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",match,"{'first': ['the', 'his', 'their'], 'international': ['an', 'the'], 'official': ['the', 'an'], 'primary': ['the'], 'preliminary': ['a', 'the']}","['b', 'e', 's']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 'e', 's'], ['th', 'e', 'r']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'f', 'e', 's', 'e', 'l']"": [['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 'b', 'e', 'r', 'i']"": [['th', 'e']], ""['b', 'r', 'e', 'l', 'e', 'b', 'e', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
2171,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",match,"{'first': ['the', 'his', 'their'], 'international': ['an', 'the'], 'official': ['the', 'an'], 'primary': ['the'], 'preliminary': ['a', 'the']}","['b', 'e', 's']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 'e', 's'], ['th', 'e', 'r']], ""['e', 't', 't', 'r', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'f', 'e', 's', 'e', 'l']"": [['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 'b', 'e', 'r', 'i']"": [['th', 'e']], ""['b', 'r', 'e', 'l', 'e', 'b', 'e', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
2172,"{'A2': ['A1'], 'B1': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",propose,"{'ever': ['he'], 'generally': ['they']}","['b', 'r', 'e', 'b', 'e', 's']","{""['e', 'f', 'r']"": [['e', 'i']], ""['s', 'e', 't', 'r', 'e', 'l', 'i']"": [['th', 'e']]}"
2173,"{'A2': ['A1'], 'B1': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",propose,"{'ever': ['he'], 'generally': ['they']}","['b', 'r', 'e', 'b', 'e', 's']","{""['e', 'f', 'r']"": [['e', 'i']], ""['s', 'e', 't', 'r', 'e', 'l', 'i']"": [['th', 'e']]}"
2174,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2175,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2176,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2177,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2178,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2179,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",deep,{},"['t', 'i', 'b']",{}
2180,"{'A1': ['A1'], 'A2': ['A1', 'A2'], 'B1': ['A1', 'A2']}",ADV,2.0,"['PRON', 'VERB', 'ADV']",otherwise,"{'be': ['it'], 'might': ['who', 'which'], 'would': ['who', 'which']}","['e', 'th', 'r', 'w', 'e', 's']","{""['b', 'i']"": [['e', 't']], ""['b', 'e', 't']"": [['e', 'u'], ['w', 'e', 's']], ""['w', 'e', 't']"": [['e', 'u'], ['w', 'e', 's']]}"
2181,"{'A1': ['A1'], 'A2': ['A1', 'A2'], 'B1': ['A1', 'A2']}",ADV,2.0,"['PRON', 'VERB', 'ADV']",otherwise,"{'be': ['it'], 'might': ['who', 'which'], 'would': ['who', 'which']}","['e', 'th', 'r', 'w', 'e', 's']","{""['b', 'i']"": [['e', 't']], ""['b', 'e', 't']"": [['e', 'u'], ['w', 'e', 's']], ""['w', 'e', 't']"": [['e', 'u'], ['w', 'e', 's']]}"
2182,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1', 'A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",plant,"{'other': ['the', 'that', 'its'], 'wild': ['a', 'the', 'this'], 'annual': ['an', 'this', 'the'], 'endangered': ['an', 'the', 'this'], 'variable': ['a']}","['b', 'l', 'e', 't', 't']","{""['e', 'th', 'r']"": [['th', 'e'], ['th', 'e', 't'], ['e', 't', 's']], ""['w', 'e', 'l', 't']"": [['e'], ['th', 'e'], ['th', 'e', 's']], ""['e', 't', 'e', 'u', 'e', 'l']"": [['e', 't'], ['th', 'e', 's'], ['th', 'e']], ""['e', 't', 't', 'e', 't', 's', 'r', 't']"": [['e', 't'], ['th', 'e'], ['th', 'e', 's']], ""['f', 'e', 'r', 'i', 'e', 'b', 'e', 'l']"": [['e']]}"
2183,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1', 'A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1', 'A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",plant,"{'other': ['the', 'that', 'its'], 'wild': ['a', 'the', 'this'], 'annual': ['an', 'this', 'the'], 'endangered': ['an', 'the', 'this'], 'variable': ['a']}","['b', 'l', 'e', 't', 't']","{""['e', 'th', 'r']"": [['th', 'e'], ['th', 'e', 't'], ['e', 't', 's']], ""['w', 'e', 'l', 't']"": [['e'], ['th', 'e'], ['th', 'e', 's']], ""['e', 't', 'e', 'u', 'e', 'l']"": [['e', 't'], ['th', 'e', 's'], ['th', 'e']], ""['e', 't', 't', 'e', 't', 's', 'r', 't']"": [['e', 't'], ['th', 'e'], ['th', 'e', 's']], ""['f', 'e', 'r', 'i', 'e', 'b', 'e', 'l']"": [['e']]}"
2184,{'A2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",report,{'usually': ['they']},"['r', 'i', 'b', 'e', 'r', 't']","{""['e', 'u', 's', 'e', 'w', 'e', 'l', 'i']"": [['th', 'e']]}"
2185,{'A2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",report,{'usually': ['they']},"['r', 'i', 'b', 'e', 'r', 't']","{""['e', 'u', 's', 'e', 'w', 'e', 'l', 'i']"": [['th', 'e']]}"
2186,{'A2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",report,{'usually': ['they']},"['r', 'i', 'b', 'e', 'r', 't']","{""['e', 'u', 's', 'e', 'w', 'e', 'l', 'i']"": [['th', 'e']]}"
2187,"{'A1': ['A1', 'A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",hit,"{'also': ['it', 'which'], 'eventually': ['he']}","['e', 'e', 't']","{""['e', 'l', 's', 'e']"": [['e', 't'], ['w', 'e', 's']], ""['e', 'f', 'e', 't', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'i']]}"
2188,"{'A1': ['A1', 'A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",hit,"{'also': ['it', 'which'], 'eventually': ['he']}","['e', 'e', 't']","{""['e', 'l', 's', 'e']"": [['e', 't'], ['w', 'e', 's']], ""['e', 'f', 'e', 't', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'i']]}"
2189,"{'A1': ['A1', 'A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",hit,"{'also': ['it', 'which'], 'eventually': ['he']}","['e', 'e', 't']","{""['e', 'l', 's', 'e']"": [['e', 't'], ['w', 'e', 's']], ""['e', 'f', 'e', 't', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'i']]}"
2190,"{'A1': ['A1', 'A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",hit,"{'also': ['it', 'which'], 'eventually': ['he']}","['e', 'e', 't']","{""['e', 'l', 's', 'e']"": [['e', 't'], ['w', 'e', 's']], ""['e', 'f', 'e', 't', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'i']]}"
2191,"{'A1': ['A1', 'A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",hit,"{'also': ['it', 'which'], 'eventually': ['he']}","['e', 'e', 't']","{""['e', 'l', 's', 'e']"": [['e', 't'], ['w', 'e', 's']], ""['e', 'f', 'e', 't', 's', 'e', 'w', 'e', 'l', 'i']"": [['e', 'i']]}"
2192,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1', 'A1', 'A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",transportation,"{'important': ['an'], 'national': ['the', 'a'], 'intelligent': ['an', 'the', 'its'], 'public': ['the', 'a', 'its'], 'marine': ['the', 'a']}","['t', 'r', 'e', 't', 's', 'b', 'r', 't', 'e', 's', 'e', 't']","{""['e', 'b', 'b', 'e', 'r', 't', 'e', 't', 't']"": [['e', 't']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['e', 't', 't', 'e', 'l', 'e', 's', 'e', 't', 't']"": [['e', 't'], ['th', 'e'], ['e', 't', 's']], ""['b', 'e', 'b', 'l', 'e', 'k']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['b', 'r', 'i', 't']"": [['th', 'e'], ['e']]}"
2193,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1', 'A1', 'A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",transportation,"{'important': ['an'], 'national': ['the', 'a'], 'intelligent': ['an', 'the', 'its'], 'public': ['the', 'a', 'its'], 'marine': ['the', 'a']}","['t', 'r', 'e', 't', 's', 'b', 'r', 't', 'e', 's', 'e', 't']","{""['e', 'b', 'b', 'e', 'r', 't', 'e', 't', 't']"": [['e', 't']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['e', 't', 't', 'e', 'l', 'e', 's', 'e', 't', 't']"": [['e', 't'], ['th', 'e'], ['e', 't', 's']], ""['b', 'e', 'b', 'l', 'e', 'k']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['b', 'r', 'i', 't']"": [['th', 'e'], ['e']]}"
2194,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",pool,"{'little': ['the', 'a', 'this'], 'straight': ['the'], 'professional': ['a'], 'virtual': ['the']}","['b', 'u', 'l']","{""['l', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e'], ['th', 'e', 's']], ""['s', 't', 'r', 'e', 't']"": [['th', 'e']], ""['b', 'r', 'e', 'f', 'e', 's', 'e', 't', 'e', 'l']"": [['e']], ""['f', 'r', 's', 'u', 'e', 'l']"": [['th', 'e']]}"
2195,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",pool,"{'little': ['the', 'a', 'this'], 'straight': ['the'], 'professional': ['a'], 'virtual': ['the']}","['b', 'u', 'l']","{""['l', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e'], ['th', 'e', 's']], ""['s', 't', 'r', 'e', 't']"": [['th', 'e']], ""['b', 'r', 'e', 'f', 'e', 's', 'e', 't', 'e', 'l']"": [['e']], ""['f', 'r', 's', 'u', 'e', 'l']"": [['th', 'e']]}"
2196,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",pool,"{'little': ['the', 'a', 'this'], 'straight': ['the'], 'professional': ['a'], 'virtual': ['the']}","['b', 'u', 'l']","{""['l', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e'], ['th', 'e', 's']], ""['s', 't', 'r', 'e', 't']"": [['th', 'e']], ""['b', 'r', 'e', 'f', 'e', 's', 'e', 't', 'e', 'l']"": [['e']], ""['f', 'r', 's', 'u', 'e', 'l']"": [['th', 'e']]}"
2197,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",pool,"{'little': ['the', 'a', 'this'], 'straight': ['the'], 'professional': ['a'], 'virtual': ['the']}","['b', 'u', 'l']","{""['l', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e'], ['th', 'e', 's']], ""['s', 't', 'r', 'e', 't']"": [['th', 'e']], ""['b', 'r', 'e', 'f', 'e', 's', 'e', 't', 'e', 'l']"": [['e']], ""['f', 'r', 's', 'u', 'e', 'l']"": [['th', 'e']]}"
2198,"{'A1': ['A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",politics,"{'new': ['the', 'a'], 'national': ['the', 'a'], 'local': ['the']}","['b', 'e', 'l', 'e', 't', 'e', 'k', 's']","{""['t', 'u']"": [['th', 'e'], ['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['l', 'e', 'k', 'e', 'l']"": [['th', 'e']]}"
2199,"{'A1': ['A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",politics,"{'new': ['the', 'a'], 'national': ['the', 'a'], 'local': ['the']}","['b', 'e', 'l', 'e', 't', 'e', 'k', 's']","{""['t', 'u']"": [['th', 'e'], ['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['l', 'e', 'k', 'e', 'l']"": [['th', 'e']]}"
2200,"{'A1': ['A1', 'A1'], 'A2': ['A1', 'A1'], 'B1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",politics,"{'new': ['the', 'a'], 'national': ['the', 'a'], 'local': ['the']}","['b', 'e', 'l', 'e', 't', 'e', 'k', 's']","{""['t', 'u']"": [['th', 'e'], ['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['l', 'e', 'k', 'e', 'l']"": [['th', 'e']]}"
